ORG_LEVEL,CITY,AREA,SECTOR,START_DATE,END_DATE,DISTRICT,SAFETY,S_RACE_AFRICAN_AMERICAN,S_RACE_ASIAN_AMERICAN,S_RACE_HISPANIC,S_RACE_WHITE,S_RACE_OTHER,S_AGE_LOW,S_AGE_MEDIUM,S_AGE_HIGH,S_SEX_FEMALE,S_SEX_MALE,S_EDUCATION_LOW,S_EDUCATION_MEDIUM,S_EDUCATION_HIGH,S_INCOME_LOW,S_INCOME_MEDIUM,S_INCOME_HIGH,TRUST,T_RACE_AFRICAN_AMERICAN,T_RACE_ASIAN_AMERICAN,T_RACE_HISPANIC,T_RACE_WHITE,T_RACE_OTHER,T_AGE_LOW,T_AGE_MEDIUM,T_AGE_HIGH,T_SEX_FEMALE,T_SEX_MALE,T_EDUCATION_LOW,T_EDUCATION_MEDIUM,T_EDUCATION_HIGH,T_INCOME_LOW,T_INCOME_MEDIUM,T_INCOME_HIGH,T_LISTEN,T_LISTEN_RACE_AFRICAN_AMERICAN,T_LISTEN_RACE_ASIAN_AMERICAN,T_LISTEN_RACE_HISPANIC,T_LISTEN_RACE_WHITE,T_LISTEN_RACE_OTHER,T_LISTEN_AGE_LOW,T_LISTEN_AGE_MEDIUM,T_LISTEN_AGE_HIGH,T_LISTEN_SEX_FEMALE,T_LISTEN_SEX_MALE,T_LISTEN_EDUCATION_LOW,T_LISTEN_EDUCATION_MEDIUM,T_LISTEN_EDUCATION_HIGH,T_LISTEN_INCOME_LOW,T_LISTEN_INCOME_MEDIUM,T_LISTEN_INCOME_HIGH,T_RESPECT,T_RESPECT_RACE_AFRICAN_AMERICAN,T_RESPECT_RACE_ASIAN_AMERICAN,T_RESPECT_RACE_HISPANIC,T_RESPECT_RACE_WHITE,T_RESPECT_RACE_OTHER,T_RESPECT_AGE_LOW,T_RESPECT_AGE_MEDIUM,T_RESPECT_AGE_HIGH,T_RESPECT_SEX_FEMALE,T_RESPECT_SEX_MALE,T_RESPECT_EDUCATION_LOW,T_RESPECT_EDUCATION_MEDIUM,T_RESPECT_EDUCATION_HIGH,T_RESPECT_INCOME_LOW,T_RESPECT_INCOME_MEDIUM,T_RESPECT_INCOME_HIGH
Other,chicago,area_4,1110.0,10-01-2020,04/30/2021,11.0,49.507559523809526,47.469345238095244,55.90005952380952,52.73797619047619,54.1817261904762,53.72107142857143,48.26065476190476,46.69101190476191,53.40940476190477,49.844880952380954,50.32089285714286,47.94190789473684,48.60355263157894,54.18868421052632,46.57888157894737,49.34592105263158,56.73598684210527,49.040595238095236,44.18821428571429,65.57208333333334,55.6535119047619,56.361607142857146,51.75363095238096,50.72744047619047,44.357142857142854,54.264583333333334,48.29315476190476,51.40880952380952,49.06717105263158,47.83802631578948,57.46809210526315,46.35368421052632,49.32703947368421,59.72638157894737,48.49795454545454,42.5525,64.30454545454546,55.12386363636363,50.69840909090909,64.30045454545454,52.13136363636364,42.217727272727274,53.29409090909091,45.56431818181818,55.45863636363636,49.70772727272727,45.93840909090909,62.12386363636363,45.44431818181818,49.28681818181818,58.95659090909091,51.873636363636365,45.194545454545455,68.19,59.66363636363636,53.458181818181814,64.98818181818181,59.255227272727275,44.861590909090914,57.243863636363635,49.501590909090915,58.11909090909091,50.777727272727276,50.45727272727272,61.81068181818182,48.42,54.089772727272724,60.25681818181818
Other,chicago,area_3,1230.0,04-01-2019,04/30/2021,12.0,59.19934523809523,53.65500000000001,58.79857142857143,57.67196428571428,62.26660714285715,55.24928571428571,60.83625,56.3010119047619,61.01428571428571,56.95505952380953,61.004464285714285,55.58506578947369,59.77315789473685,61.798289473684214,56.82282894736842,59.71203947368421,61.52717105263157,61.51589285714286,53.446726190476184,67.83875,62.51309523809524,64.32434523809523,56.45327380952381,58.177440476190476,60.12904761904762,65.23827380952382,59.960119047619045,63.81625,60.4207894736842,60.455065789473686,67.22065789473685,55.24236842105263,61.643421052631574,68.87907894736843,57.227500000000006,60.779318181818184,66.93795454545455,58.36022727272727,56.12477272727272,63.01431818181818,47.6175,59.07545454545455,63.503181818181815,55.93727272727272,60.4675,61.20795454545455,55.75272727272727,60.52295454545455,49.248636363636365,57.34318181818182,63.57795454545454,61.920681818181826,61.867045454545455,72.6659090909091,62.242954545454545,61.44840909090909,67.6375,53.27045454545455,63.98681818181819,68.37318181818182,60.44590909090909,65.53181818181818,64.3065909090909,60.38727272727272,66.2540909090909,54.17,62.06795454545454,68.98977272727274
Other,chicago,area_5,1410.0,01-01-2019,04/30/2021,14.0,62.754583333333336,58.98428571428572,64.50892857142857,58.522619047619045,65.76654761904763,56.48791666666666,64.72928571428572,60.77988095238096,63.08095238095238,61.40571428571428,64.20946428571429,58.79697368421052,62.73388157894736,65.15888157894737,61.478421052631575,62.763684210526314,64.19881578947368,63.01327380952381,59.42392857142857,67.60321428571429,66.00821428571427,62.141190476190474,60.084404761904764,57.724761904761905,62.724761904761905,68.11434523809524,63.475476190476186,63.50732142857142,65.51348684210525,62.06302631578947,63.72921052631579,61.396578947368425,63.46006578947369,64.43625,60.84318181818182,64.48295454545455,65.81113636363636,67.49363636363637,56.303636363636365,70.37181818181818,49.83954545454546,62.63409090909091,68.42363636363636,60.809999999999995,61.33181818181818,71.92704545454545,59.307272727272725,57.48500000000001,57.74977272727272,60.4625,62.29318181818182,66.13022727272727,67.54022727272728,70.96522727272726,73.87568181818182,60.99522727272727,73.0,56.82090909090909,68.08886363636363,72.53477272727274,65.97409090909092,66.45863636363636,75.81727272727272,64.155,64.66227272727272,61.43659090909091,66.00045454545455,67.90113636363637
Other,chicago,area_4,1530.0,05-01-2018,04/30/2021,15.0,49.941428571428574,46.09119047619048,57.37291666666666,54.03892857142858,59.47005952380952,52.59482142857143,46.19720238095238,51.08839285714286,53.56238095238095,50.806488095238095,51.57892857142857,48.13769736842105,49.492236842105264,58.78111842105263,46.290723684210526,51.930263157894736,58.90868421052631,50.83089285714286,45.49815476190476,66.21928571428572,57.550714285714285,60.68595238095238,51.679702380952385,48.838035714285716,49.73297619047619,57.57505952380953,52.336488095238096,51.022797619047616,50.929144736842105,48.98730263157895,61.64322368421053,49.681315789473686,50.47559210526316,62.224802631578946,51.66431818181818,45.72568181818182,63.020681818181814,59.65590909090909,58.841818181818184,63.26136363636363,47.79886363636364,52.845681818181816,58.57590909090909,52.44704545454545,56.77045454545455,48.096818181818186,52.177727272727275,67.30477272727272,50.30204545454546,54.375454545454545,64.44318181818181,54.188181818181825,48.45227272727273,66.5740909090909,61.85545454545454,60.82909090909091,63.75272727272727,50.093863636363636,54.813863636363635,61.67090909090909,55.30568181818182,58.506136363636365,51.54886363636364,54.64363636363637,67.67227272727273,51.556363636363635,58.03772727272727,66.25477272727272
Other,chicago,area_5,1610.0,11-01-2019,04/30/2021,16.0,68.51766666666666,60.522000000000006,66.22942857142857,68.26904761904763,69.2927619047619,59.64376190476191,67.95842857142857,67.39185714285713,68.70595238095238,68.22280952380953,69.21152380952381,67.8651052631579,68.35657894736842,70.24205263157894,68.63231578947368,67.31321052631579,72.19578947368421,74.99633333333333,65.43809523809524,71.13280952380953,75.39871428571428,76.26014285714285,66.77752380952381,68.7602380952381,74.36166666666666,76.7547619047619,75.62704761904762,75.5152380952381,75.74236842105263,75.8671052631579,77.10089473684211,74.4601052631579,75.36268421052631,79.44810526315788,79.25763636363637,75.90327272727274,75.30272727272727,80.04727272727273,79.70981818181818,82.69927272727273,73.726,79.3289090909091,80.38436363636364,78.2789090909091,81.52345454545454,78.21345454545454,80.03836363636363,80.64236363636364,76.3701818181818,79.03963636363638,83.05799999999999,82.98727272727272,79.03654545454546,78.58818181818182,83.28127272727274,83.84672727272726,85.99018181818182,77.62963636363637,83.67163636363635,83.93599999999999,81.7969090909091,85.75890909090909,81.14854545454546,83.92363636363636,84.29945454545455,79.58727272727273,82.81272727272727,86.93527272727272
Other,chicago,area_5,1730.0,01-01-2021,04/30/2021,17.0,65.01291666666667,56.62702380952381,65.55630952380952,64.62886904761905,66.99577380952381,57.959047619047624,64.2819642857143,65.61755952380952,65.74244047619047,64.70494047619047,66.09202380952381,60.18907894736842,66.13506578947369,66.54967105263158,62.97618421052631,65.99203947368422,65.92598684210526,67.1235119047619,61.08535714285714,70.20970238095238,66.28160714285714,68.30011904761905,62.63327380952381,60.87095238095238,66.06761904761905,72.51357142857144,66.87166666666667,67.60321428571429,68.0917105263158,68.64763157894737,69.16730263157895,63.785592105263156,68.63624999999999,71.46078947368422,66.7090909090909,60.33045454545454,69.25727272727273,67.57931818181818,65.51136363636364,77.44,53.08090909090909,67.51318181818182,74.16545454545455,68.20840909090909,65.98045454545455,70.70295454545455,66.75227272727273,67.15863636363636,60.93840909090909,68.51659090909091,69.04272727272728,71.22454545454546,65.56522727272727,72.55704545454546,71.87068181818182,69.81386363636364,79.10409090909091,59.15090909090909,70.97045454545454,77.7575,70.605,72.01386363636364,79.11727272727272,70.76954545454545,70.84386363636364,64.12568181818182,73.20045454545455,73.49
Other,chicago,area_3,1820.0,11-01-2017,04/30/2021,18.0,63.87488095238095,62.0225,61.395178571428566,58.1185119047619,65.55380952380953,57.04738095238095,63.58821428571429,59.977202380952384,65.0722619047619,62.22220238095238,65.2707738095238,60.16776315789474,63.10769736842106,65.04013157894737,65.3242105263158,63.995328947368414,62.40342105263158,72.00375,66.11821428571429,70.93065476190476,70.79976190476191,73.50839285714285,61.623511904761905,66.81053571428572,70.7297619047619,75.83964285714285,72.35297619047618,73.21958333333333,68.68131578947369,72.21802631578947,75.07690789473685,67.66723684210527,74.08315789473684,73.26296052631578,71.06113636363636,71.17227272727273,68.36363636363636,71.6634090909091,72.02886363636364,71.02499999999999,62.13772727272727,73.11636363636363,75.40659090909091,70.98931818181819,74.13954545454546,65.13704545454544,71.42568181818181,74.01818181818182,59.91772727272728,74.34931818181818,72.92136363636364,75.51159090909091,74.46818181818182,73.67681818181819,73.42045454545455,76.89522727272727,78.06113636363636,66.02181818181818,76.51840909090909,80.12590909090909,75.27227272727272,78.81295454545455,72.32772727272727,75.50704545454545,78.71886363636364,63.306363636363635,79.12954545454545,77.7384090909091
Other,chicago,area_3,1910.0,06-01-2020,04/30/2021,19.0,67.05059523809524,62.71077380952381,62.97613095238095,64.31583333333333,67.72952380952381,59.45363095238095,70.91309523809524,65.90071428571429,64.57601190476191,67.31154761904762,66.29160714285715,61.911184210526315,65.50125,69.4233552631579,61.697763157894734,69.11203947368422,66.70881578947369,68.41964285714286,66.03136904761905,68.26321428571428,65.53285714285714,69.75363095238096,61.68363095238095,63.52964285714285,68.2819642857143,72.32190476190476,68.65815476190475,68.61119047619047,67.89,68.88940789473685,70.53723684210526,65.02572368421052,70.05230263157895,71.43342105263157,66.31,74.68545454545455,64.85386363636364,68.48931818181819,66.40704545454545,69.28272727272727,53.252500000000005,68.14795454545455,74.6325,67.35704545454546,67.73977272727274,70.93568181818182,67.30977272727273,66.48954545454545,66.0125,65.80363636363637,69.62863636363636,70.405,76.3275,69.32045454545454,72.11068181818182,70.9184090909091,74.46181818181817,58.06363636363637,73.19386363636364,76.86863636363636,71.36681818181818,71.32136363636363,73.56795454545454,71.04454545454546,71.5490909090909,68.20045454545455,69.26363636363637,74.85909090909091
Other,chicago,area_3,2010.0,02-01-2020,04/30/2021,20.0,67.9205357142857,63.84934523809524,63.80964285714286,67.68880952380952,69.30988095238095,58.70232142857143,69.39958333333333,67.20011904761905,68.18529761904762,67.36749999999999,68.80005952380952,61.27796052631579,67.79190789473685,71.93032894736842,67.57934210526315,68.12355263157895,70.31546052631579,66.72999999999999,62.64970238095238,68.62416666666667,68.52845238095239,68.07696428571428,59.721785714285716,57.264940476190475,66.96470238095237,70.31375,67.29708333333333,66.91964285714286,67.80276315789474,66.64085526315789,69.12776315789473,67.61486842105263,66.20375,68.94848684210527,62.64045454545454,65.78204545454545,69.23431818181818,68.06340909090909,63.246590909090905,64.43636363636364,39.37522727272727,63.14909090909091,71.67568181818181,63.72909090909091,63.20977272727273,67.8684090909091,62.4375,64.09477272727273,64.43227272727273,62.94522727272727,64.75727272727273,67.29,68.76386363636364,73.39227272727273,73.12704545454545,67.28818181818183,72.12568181818182,45.77068181818182,68.41545454545455,74.65613636363636,67.95295454545455,68.37522727272727,73.80522727272727,67.02704545454546,67.80613636363636,69.63568181818181,67.45727272727272,69.29659090909091
Other,chicago,area_2,2220.0,05-01-2019,04/30/2021,22.0,60.82892857142857,56.267500000000005,56.671428571428564,62.481071428571425,68.77642857142857,55.90625,57.1589880952381,59.05726190476191,63.70029761904762,59.727202380952384,62.927857142857135,61.0983552631579,60.392236842105255,66.19868421052632,58.943552631578946,62.06651315789474,65.70111842105263,64.13410714285715,55.41607142857143,66.32791666666667,66.95625,80.32583333333334,56.4385119047619,57.97261904761905,62.48886904761904,68.71071428571429,64.08035714285714,66.69988095238095,67.66881578947368,63.870657894736844,71.16302631578948,56.40105263157894,66.4858552631579,73.88907894736842,67.61568181818183,55.42568181818182,71.75772727272728,78.11136363636363,83.09886363636363,74.2009090909091,62.90386363636364,64.53772727272727,72.31522727272727,68.50136363636364,72.49363636363637,71.61954545454546,65.92090909090909,75.8515909090909,59.71454545454546,67.63272727272728,78.89545454545454,70.49931818181818,58.47818181818182,73.71272727272728,80.66954545454546,85.68295454545455,75.45590909090909,65.68863636363636,69.64977272727273,73.64545454545454,70.4665909090909,75.36977272727273,75.06863636363636,69.71409090909091,76.84227272727273,61.58818181818182,71.39204545454545,80.9875
